image,bbox,confidence,ocr_text,poi_name
3hA24tgCQ8YeGXKULi7-8g.jpg,"[461.57318115234375, 330.4443664550781, 475.72406005859375, 364.9881286621094]",0.48782867193222046,,
CAoSF0NJSE0wb2dLRUlDQWdJQy0wZFRjeHdF.jpg,"[475.21612548828125, 231.51934814453125, 494.80291748046875, 275.1368408203125]",0.6960890889167786,,
CAoSF0NJSE0wb2dLRUlDQWdJQy0wZFRjeHdF.jpg,"[597.8359375, 236.58038330078125, 621.655517578125, 290.31512451171875]",0.6256493330001831,,
CAoSF0NJSE0wb2dLRUlDQWdJQy0wZFRjeHdF.jpg,"[309.9342956542969, 5.983604431152344, 348.5811462402344, 75.88031005859375]",0.6178061962127686,,
CAoSF0NJSE0wb2dLRUlDQWdJQy0wZFRjeHdF.jpg,"[223.00686645507812, 330.30877685546875, 241.56832885742188, 408.01800537109375]",0.48363056778907776,,
CAoSF0NJSE0wb2dLRUlDQWdJQy0wZFRjeHdF.jpg,"[202.08993530273438, 336.7069091796875, 220.76724243164062, 407.255859375]",0.43426164984703064,,
CAoSF0NJSE0wb2dLRUlDQWdJQy0wZFRjeHdF.jpg,"[184.5221405029297, 334.3656005859375, 202.2897186279297, 406.2178955078125]",0.40519070625305176,,
CAoSF0NJSE0wb2dLRUlDQWdJQy0wZFRjeHdF.jpg,"[153.40280151367188, 328.71173095703125, 177.33709716796875, 404.31561279296875]",0.30761221051216125,,
z5agUsnFHHnELCyd_7IkaA.jpg,"[289.49212646484375, 337.7254638671875, 508.8507080078125, 446.19195556640625]",0.9368007779121399,,
z5agUsnFHHnELCyd_7IkaA.jpg,"[0.07208251953125, 339.6003723144531, 146.15516662597656, 498.5470275878906]",0.8648642301559448,,
2aNJLcypX7r2FmVU4dJVbw.jpg,"[515.284912109375, 340.23431396484375, 639.706298828125, 448.59857177734375]",0.9446815848350525,,
2aNJLcypX7r2FmVU4dJVbw.jpg,"[283.70404052734375, 341.04888916015625, 518.031982421875, 469.250732421875]",0.9369015693664551,,
2aNJLcypX7r2FmVU4dJVbw.jpg,"[152.84219360351562, 324.3305969238281, 184.48129272460938, 413.0561218261719]",0.756459653377533,,
2aNJLcypX7r2FmVU4dJVbw.jpg,"[67.45358276367188, 336.6627502441406, 104.15255737304688, 383.8326721191406]",0.7561243176460266,,
NVIR5fuZJfEE8L6zvwFmWQ.jpg,"[315.3074951171875, 331.56768798828125, 350.2562255859375, 357.34893798828125]",0.6688069701194763,,
NVIR5fuZJfEE8L6zvwFmWQ.jpg,"[279.552001953125, 327.2354431152344, 290.991455078125, 352.2168884277344]",0.30959904193878174,,
eHp8jZP9Wu0XoDKVcVIYrg.jpg,"[290.63134765625, 332.2850341796875, 353.435302734375, 390.20916748046875]",0.7716550230979919,,
eHp8jZP9Wu0XoDKVcVIYrg.jpg,"[386.5149841308594, 327.80462646484375, 413.5056457519531, 346.46270751953125]",0.6964432001113892,,
eHp8jZP9Wu0XoDKVcVIYrg.jpg,"[196.13351440429688, 331.92547607421875, 241.28646850585938, 361.2723388671875]",0.6928926706314087,,
eHp8jZP9Wu0XoDKVcVIYrg.jpg,"[242.70620727539062, 327.0907287597656, 268.3069763183594, 346.0810241699219]",0.6018893718719482,,
eHp8jZP9Wu0XoDKVcVIYrg.jpg,"[275.9850769042969, 325.8075866699219, 288.7409362792969, 335.4768981933594]",0.3746693432331085,,
KEom8_0PuLe5JR9gYMOLbw.jpg,"[356.0213317871094, 329.15472412109375, 422.6900329589844, 391.51031494140625]",0.8201966285705566,,
KEom8_0PuLe5JR9gYMOLbw.jpg,"[467.97607421875, 325.37042236328125, 484.6119384765625, 338.66131591796875]",0.5536383986473083,,
KEom8_0PuLe5JR9gYMOLbw.jpg,"[484.78515625, 325.81170654296875, 511.461181640625, 343.04425048828125]",0.5204299092292786,,
KEom8_0PuLe5JR9gYMOLbw.jpg,"[227.99237060546875, 325.4845275878906, 238.24087524414062, 350.2005920410156]",0.35247600078582764,ws,
0a7nHaxFMwO0gEH0uBiIOA.jpg,"[404.9344787597656, 326.7650451660156, 470.1562194824219, 360.2921447753906]",0.8726534247398376,,
0a7nHaxFMwO0gEH0uBiIOA.jpg,"[521.6138916015625, 327.30865478515625, 585.1885986328125, 372.27899169921875]",0.8325846195220947,ei,
0a7nHaxFMwO0gEH0uBiIOA.jpg,"[315.31103515625, 313.0406799316406, 336.05511474609375, 326.6747741699219]",0.7490114569664001,,
0a7nHaxFMwO0gEH0uBiIOA.jpg,"[236.5898895263672, 319.93408203125, 278.17266845703125, 340.0439453125]",0.6906033158302307,,
0a7nHaxFMwO0gEH0uBiIOA.jpg,"[503.73870849609375, 322.899658203125, 535.2288208007812, 347.089111328125]",0.68235182762146,,
0a7nHaxFMwO0gEH0uBiIOA.jpg,"[350.7030029296875, 317.96746826171875, 379.7628173828125, 331.30194091796875]",0.6410078406333923,,
0a7nHaxFMwO0gEH0uBiIOA.jpg,"[18.05980682373047, 316.01116943359375, 63.94915008544922, 331.17889404296875]",0.5663435459136963,,
CAoSFkNJSE0wb2dLRUlDQWdJRGFtYW5rWmc..jpg,"[283.4190673828125, 357.3099060058594, 329.8338623046875, 465.9932556152344]",0.8532293438911438,,
CAoSFkNJSE0wb2dLRUlDQWdJRGFtYW5rWmc..jpg,"[269.05560302734375, 363.25567626953125, 293.56512451171875, 429.59637451171875]",0.5665414333343506,,
CAoSFkNJSE0wb2dLRUlDQWdJRGFtYW5rWmc..jpg,"[494.26544189453125, 432.972900390625, 523.6908569335938, 461.92138671875]",0.33228597044944763,,
eNU18mKUymxDqxyaZXDMNg.jpg,"[571.6431274414062, 324.43145751953125, 611.6555786132812, 351.6029052734375]",0.7734974026679993,,
eNU18mKUymxDqxyaZXDMNg.jpg,"[537.89599609375, 319.7247009277344, 561.330810546875, 335.6404724121094]",0.65156489610672,,
eNU18mKUymxDqxyaZXDMNg.jpg,"[326.5713806152344, 321.2333984375, 367.3659973144531, 336.8966064453125]",0.4334714412689209,,
X5-OpsuBu7gK0Po_AiAq1g.jpg,"[31.180816650390625, 283.65802001953125, 234.94232177734375, 416.51275634765625]",0.9046043753623962,,
X5-OpsuBu7gK0Po_AiAq1g.jpg,"[444.92596435546875, 334.65789794921875, 558.0667114257812, 388.21759033203125]",0.8822369575500488,,
X5-OpsuBu7gK0Po_AiAq1g.jpg,"[549.233154296875, 348.1927795410156, 639.68115234375, 436.3806457519531]",0.8725837469100952,,
X5-OpsuBu7gK0Po_AiAq1g.jpg,"[0.10783004760742188, 338.85211181640625, 52.97721862792969, 391.71649169921875]",0.7980082631111145,,
X5-OpsuBu7gK0Po_AiAq1g.jpg,"[352.47296142578125, 205.1199951171875, 362.83734130859375, 234.560546875]",0.7957999110221863,,
X5-OpsuBu7gK0Po_AiAq1g.jpg,"[249.06137084960938, 323.43023681640625, 274.6643371582031, 343.73834228515625]",0.6764825582504272,,
X5-OpsuBu7gK0Po_AiAq1g.jpg,"[440.0267028808594, 280.212646484375, 451.7039489746094, 307.114501953125]",0.6681429743766785,,
X5-OpsuBu7gK0Po_AiAq1g.jpg,"[405.7042236328125, 324.06781005859375, 416.37060546875, 354.91278076171875]",0.5391035079956055,,
X5-OpsuBu7gK0Po_AiAq1g.jpg,"[530.8313598632812, 321.6739501953125, 548.5243530273438, 352.93701171875]",0.45017167925834656,,
X5-OpsuBu7gK0Po_AiAq1g.jpg,"[531.1245727539062, 321.26007080078125, 557.9518432617188, 378.95574951171875]",0.3564915955066681,,
X5-OpsuBu7gK0Po_AiAq1g.jpg,"[290.77783203125, 320.3817138671875, 305.5086669921875, 330.60107421875]",0.34788277745246887,,
X5-OpsuBu7gK0Po_AiAq1g.jpg,"[530.9927978515625, 322.91424560546875, 553.5238037109375, 358.70526123046875]",0.3172164559364319,,
u8MAyjjuiCLTCfSnUU91UA.jpg,"[263.00482177734375, 344.820068359375, 505.16802978515625, 465.2733154296875]",0.8967003226280212,,
u8MAyjjuiCLTCfSnUU91UA.jpg,"[11.975723266601562, 332.0284729003906, 136.76620483398438, 396.1526794433594]",0.8560912609100342,,
u8MAyjjuiCLTCfSnUU91UA.jpg,"[589.3133544921875, 323.22509765625, 636.6724853515625, 414.2392578125]",0.6569469571113586,,
u8MAyjjuiCLTCfSnUU91UA.jpg,"[541.6716918945312, 321.9935302734375, 589.1034545898438, 399.2816162109375]",0.6568609476089478,,
nMtsX0pus2sWOOS1DmCkkQ.jpg,"[0.14178466796875, 353.98486328125, 405.2886962890625, 572.9539794921875]",0.9251136779785156,,
nMtsX0pus2sWOOS1DmCkkQ.jpg,"[533.9049072265625, 414.63055419921875, 639.6597900390625, 547.2073974609375]",0.6971561312675476,,
1oUAshM-uWhrhxsHFUMf1Q.jpg,"[0.306610107421875, 351.8048095703125, 305.7994079589844, 584.4671630859375]",0.8759726285934448,,
1oUAshM-uWhrhxsHFUMf1Q.jpg,"[573.34521484375, 326.862548828125, 621.84716796875, 350.42144775390625]",0.4305206537246704,,
1oUAshM-uWhrhxsHFUMf1Q.jpg,"[542.4453125, 329.1436767578125, 585.631591796875, 357.6905517578125]",0.301051527261734,i>,
n47Vy6O4ekcdqCpiIZpuxg.jpg,"[565.4683837890625, 323.90484619140625, 614.0040283203125, 356.79449462890625]",0.7845717072486877,,
n47Vy6O4ekcdqCpiIZpuxg.jpg,"[0.3023681640625, 380.47967529296875, 178.2259521484375, 639.4719848632812]",0.7660791277885437,,
n47Vy6O4ekcdqCpiIZpuxg.jpg,"[209.25027465820312, 311.9684143066406, 231.07955932617188, 327.3523864746094]",0.7156346440315247,,
n47Vy6O4ekcdqCpiIZpuxg.jpg,"[614.01806640625, 315.03082275390625, 639.635986328125, 335.97796630859375]",0.618654191493988,,
n47Vy6O4ekcdqCpiIZpuxg.jpg,"[595.4514770507812, 301.8590087890625, 626.0801391601562, 326.2899169921875]",0.36114075779914856,,
s5lTdeAasOml5GqtyLdn5w.jpg,"[59.01495361328125, 334.9422607421875, 176.38827514648438, 384.1033935546875]",0.8870447278022766,,
s5lTdeAasOml5GqtyLdn5w.jpg,"[0.0632476806640625, 364.10748291015625, 43.53417205810547, 421.73345947265625]",0.8277556896209717,,
s5lTdeAasOml5GqtyLdn5w.jpg,"[532.0667724609375, 331.8683776855469, 606.6763916015625, 365.4837341308594]",0.4967135787010193,,
dgalBUqLyaIVb0IY65-vcg.jpg,"[183.15904235839844, 327.07781982421875, 214.37351989746094, 399.80108642578125]",0.8295409679412842,,
dgalBUqLyaIVb0IY65-vcg.jpg,"[307.12982177734375, 326.13470458984375, 330.24151611328125, 421.66888427734375]",0.7969537973403931,,
dgalBUqLyaIVb0IY65-vcg.jpg,"[488.70001220703125, 248.01907348632812, 638.1679077148438, 344.8056945800781]",0.7958676815032959,,
dgalBUqLyaIVb0IY65-vcg.jpg,"[132.91586303710938, 321.4324035644531, 142.36959838867188, 346.8465881347656]",0.4244484007358551,,
dgalBUqLyaIVb0IY65-vcg.jpg,"[56.391845703125, 303.4189453125, 76.72163391113281, 326.41546630859375]",0.4028136134147644,,
CAoSF0NJSE0wb2dLRUlDQWdJQzV3NmpGN2dF.jpg,"[171.16378784179688, 321.59222412109375, 184.03817749023438, 350.62652587890625]",0.4751909077167511,,
x1hhm1tLgkyTZGWASc4pvg.jpg,"[0.3629608154296875, 336.55572509765625, 182.4183349609375, 434.1292724609375]",0.9352407455444336,,
x1hhm1tLgkyTZGWASc4pvg.jpg,"[151.333984375, 327.6741943359375, 265.681884765625, 392.1949462890625]",0.8771498203277588,,
x1hhm1tLgkyTZGWASc4pvg.jpg,"[0.06676864624023438, 370.7176513671875, 38.35906219482422, 472.464111328125]",0.7046715617179871,,
x1hhm1tLgkyTZGWASc4pvg.jpg,"[241.44253540039062, 329.28546142578125, 278.4294738769531, 372.307373046875]",0.5399696826934814,,
x1hhm1tLgkyTZGWASc4pvg.jpg,"[243.5947265625, 329.65380859375, 276.3226318359375, 357.0101318359375]",0.41128939390182495,,
x1hhm1tLgkyTZGWASc4pvg.jpg,"[269.6993408203125, 328.20849609375, 313.183349609375, 358.7711181640625]",0.328786164522171,,
Ijm4Ide0_pHEwKG2rcoTwg.jpg,"[520.3336181640625, 343.68206787109375, 594.4781494140625, 497.40692138671875]",0.8837359547615051,,
vypkGQHIiH5lk3M8U_b-2g.jpg,"[366.054931640625, 326.0894470214844, 399.4197998046875, 354.0353088378906]",0.5558069348335266,,
vypkGQHIiH5lk3M8U_b-2g.jpg,"[415.55535888671875, 322.045166015625, 434.4329833984375, 334.628662109375]",0.4969012141227722,,
vypkGQHIiH5lk3M8U_b-2g.jpg,"[352.2906494140625, 320.28814697265625, 363.5386962890625, 329.87896728515625]",0.4149147570133209,,
vypkGQHIiH5lk3M8U_b-2g.jpg,"[370.6632385253906, 324.64093017578125, 398.9662780761719, 349.27423095703125]",0.3695595860481262,,
vypkGQHIiH5lk3M8U_b-2g.jpg,"[317.69415283203125, 325.42047119140625, 338.66827392578125, 340.57452392578125]",0.3599967956542969,,
agzJ90Kyf6TSWK6RpvwcXg.jpg,"[275.1282958984375, 312.79449462890625, 299.54107666015625, 330.40240478515625]",0.5249574780464172,,
agzJ90Kyf6TSWK6RpvwcXg.jpg,"[302.4471435546875, 313.4590148925781, 328.3575439453125, 334.0244445800781]",0.47372645139694214,,
agzJ90Kyf6TSWK6RpvwcXg.jpg,"[248.03433227539062, 312.41436767578125, 272.4853820800781, 330.94573974609375]",0.4514153301715851,,
agzJ90Kyf6TSWK6RpvwcXg.jpg,"[363.90704345703125, 313.44329833984375, 390.262451171875, 332.58294677734375]",0.40367668867111206,,
WPqZ6dDu6fpYxrteNRPYag.jpg,"[449.44842529296875, 326.5478210449219, 512.4481811523438, 353.2869567871094]",0.8451148271560669,,
WPqZ6dDu6fpYxrteNRPYag.jpg,"[393.14556884765625, 326.5091552734375, 448.72479248046875, 357.44384765625]",0.8431158661842346,,
WPqZ6dDu6fpYxrteNRPYag.jpg,"[507.02899169921875, 323.90948486328125, 555.0001831054688, 348.16595458984375]",0.6860947608947754,SF &,
WPqZ6dDu6fpYxrteNRPYag.jpg,"[548.8095092773438, 323.60064697265625, 592.2000122070312, 345.30987548828125]",0.5803914666175842,,
WPqZ6dDu6fpYxrteNRPYag.jpg,"[600.6856689453125, 326.88330078125, 619.912109375, 338.8092041015625]",0.41034358739852905,,
WPqZ6dDu6fpYxrteNRPYag.jpg,"[548.7047119140625, 324.4359436035156, 581.4761962890625, 346.2892761230469]",0.32027167081832886,,
9rL8Ik6uVTtca3E4Wi_Jsw.jpg,"[39.38686752319336, 325.91046142578125, 147.64260864257812, 374.62213134765625]",0.8286604881286621,,
9rL8Ik6uVTtca3E4Wi_Jsw.jpg,"[461.8367614746094, 323.93017578125, 576.7589111328125, 390.5386962890625]",0.8021249175071716,,
9rL8Ik6uVTtca3E4Wi_Jsw.jpg,"[349.5800476074219, 325.1977844238281, 383.9397888183594, 352.5090026855469]",0.7658097743988037,=,
9rL8Ik6uVTtca3E4Wi_Jsw.jpg,"[0.05761146545410156, 339.7828369140625, 25.479415893554688, 394.995361328125]",0.6694313287734985,,
9rL8Ik6uVTtca3E4Wi_Jsw.jpg,"[442.2127380371094, 331.88909912109375, 469.6760559082031, 358.14410400390625]",0.4019991457462311,,
CAoSFkNJSE0wb2dLRUlDQWdJQzV3Nmo3REE..jpg,"[205.13250732421875, 339.405517578125, 219.48236083984375, 388.8819580078125]",0.6011290550231934,,
CAoSFkNJSE0wb2dLRUlDQWdJQzV3Nmo3REE..jpg,"[219.49734497070312, 339.49188232421875, 236.71890258789062, 388.04656982421875]",0.4212190508842468,,
9fk6Kg6YxFANW7ixG0pSLw.jpg,"[300.6264343261719, 329.1817626953125, 408.4533386230469, 375.1148681640625]",0.8571231961250305,,
9fk6Kg6YxFANW7ixG0pSLw.jpg,"[230.1185302734375, 323.60870361328125, 294.5360107421875, 364.72857666015625]",0.8330891728401184,,
9fk6Kg6YxFANW7ixG0pSLw.jpg,"[585.126708984375, 324.3541259765625, 635.529052734375, 359.726806640625]",0.8287703394889832,,
9fk6Kg6YxFANW7ixG0pSLw.jpg,"[80.03746032714844, 318.66552734375, 143.97784423828125, 368.1094970703125]",0.7837355136871338,,
9fk6Kg6YxFANW7ixG0pSLw.jpg,"[447.81170654296875, 328.75738525390625, 507.45184326171875, 362.6634521484375]",0.7218521237373352,,
9fk6Kg6YxFANW7ixG0pSLw.jpg,"[158.7965087890625, 315.35369873046875, 221.09896850585938, 366.01141357421875]",0.6023784875869751,,
9fk6Kg6YxFANW7ixG0pSLw.jpg,"[546.8934326171875, 319.99090576171875, 578.2149658203125, 335.38055419921875]",0.4597606062889099,,
9fk6Kg6YxFANW7ixG0pSLw.jpg,"[447.4217529296875, 328.2164001464844, 507.6021728515625, 362.9367980957031]",0.45403972268104553,,
9fk6Kg6YxFANW7ixG0pSLw.jpg,"[291.50506591796875, 324.1239013671875, 353.28680419921875, 356.5438232421875]",0.3921474814414978,,
9fk6Kg6YxFANW7ixG0pSLw.jpg,"[291.6867370605469, 324.02764892578125, 331.3624572753906, 356.443359375]",0.38867321610450745,,
CAoSFkNJSE0wb2dLRUlDQWdJRGFtZnVBVnc..jpg,"[99.05322265625, 343.79638671875, 124.5771484375, 395.33050537109375]",0.573319673538208,,
CAoSFkNJSE0wb2dLRUlDQWdJRGFtZnVBVnc..jpg,"[104.22978210449219, 327.08966064453125, 128.36854553222656, 370.51092529296875]",0.5384473204612732,,
aTkxGsl72rTtyB7HlEUbhA.jpg,"[7.7975616455078125, 332.36578369140625, 83.72712707519531, 430.40966796875]",0.667477548122406,Zi,
aTkxGsl72rTtyB7HlEUbhA.jpg,"[3.5212478637695312, 356.93402099609375, 85.2061538696289, 430.9136962890625]",0.49748820066452026,,
mA7c5HZ2n2yAXuByv5el7Q.jpg,"[187.9710693359375, 355.018310546875, 323.38958740234375, 494.990478515625]",0.901175856590271,,
mA7c5HZ2n2yAXuByv5el7Q.jpg,"[0.0, 361.99871826171875, 138.56088256835938, 540.0165405273438]",0.7571386098861694,,
Pb4OouQQgtG9ZcVQOuI-dg.jpg,"[412.22271728515625, 320.3818664550781, 433.32757568359375, 337.5648498535156]",0.6511892080307007,,
Pb4OouQQgtG9ZcVQOuI-dg.jpg,"[91.15594482421875, 324.771484375, 115.90614318847656, 340.224609375]",0.4068814516067505,,
CAoSFkNJSE0wb2dLRUlDQWdJRGFtYnVUQ2c..jpg,"[2.48272705078125, 392.01861572265625, 114.6805419921875, 581.3621826171875]",0.8071398138999939,,
CAoSFkNJSE0wb2dLRUlDQWdJRGFtYnVUQ2c..jpg,"[76.59059143066406, 378.1790771484375, 162.73338317871094, 525.987548828125]",0.7903835773468018,,
CAoSFkNJSE0wb2dLRUlDQWdJRGFtYnVUQ2c..jpg,"[299.80059814453125, 300.94439697265625, 321.29815673828125, 354.35888671875]",0.7662295699119568,,
CAoSFkNJSE0wb2dLRUlDQWdJRGFtYnVUQ2c..jpg,"[320.51385498046875, 298.8530578613281, 339.20599365234375, 352.2453918457031]",0.7378994226455688,,
CAoSFkNJSE0wb2dLRUlDQWdJRGFtYnVUQ2c..jpg,"[342.6772766113281, 298.24627685546875, 363.2546081542969, 356.06927490234375]",0.6791532635688782,Wf,
CAoSFkNJSE0wb2dLRUlDQWdJRGFtYnVUQ2c..jpg,"[194.90103149414062, 299.67584228515625, 220.71109008789062, 321.77496337890625]",0.44678109884262085,,
CAoSFkNJSE0wb2dLRUlDQWdJRGFtYnVUQ2c..jpg,"[230.53079223632812, 295.30450439453125, 241.88192749023438, 309.92681884765625]",0.41112908720970154,,
CAoSFkNJSE0wb2dLRUlDQWdJRGFtYnVUQ2c..jpg,"[381.30621337890625, 294.40655517578125, 391.93927001953125, 320.28094482421875]",0.3871779441833496,,
CAoSFkNJSE0wb2dLRUlDQWdJRGFtYnVUQ2c..jpg,"[181.82980346679688, 299.23992919921875, 221.15927124023438, 322.35235595703125]",0.33581021428108215,,
CAoSFkNJSE0wb2dLRUlDQWdJRGFtYnVUQ2c..jpg,"[387.72039794921875, 303.4146728515625, 404.10589599609375, 351.1925048828125]",0.325067937374115,,
CAoSFkNJSE0wb2dLRUlDQWdJRGFtYnVUQ2c..jpg,"[249.33682250976562, 296.33270263671875, 259.0191345214844, 312.93084716796875]",0.3178279399871826,,
6axL6Ypt0c85ORjrw4g8EQ.jpg,"[550.8314208984375, 381.78509521484375, 593.0125732421875, 427.86846923828125]",0.33588531613349915,,
bguOn8LBZlLBrfS_uLVfAg.jpg,"[367.90460205078125, 325.8951416015625, 432.37890625, 354.58740234375]",0.825381875038147,,
CAoSF0NJSE0wb2dLRUlDQWdJRGFtWW5HcndF.jpg,"[191.774169921875, 412.3183898925781, 257.17547607421875, 620.344970703125]",0.7368302941322327,,
CAoSF0NJSE0wb2dLRUlDQWdJRGFtWW5HcndF.jpg,"[253.48831176757812, 385.695068359375, 302.2303161621094, 581.3837280273438]",0.5220717787742615,,
VzIndv-IGrhq_0obwB_HGg.jpg,"[375.75225830078125, 348.57696533203125, 511.26824951171875, 397.44525146484375]",0.881391167640686,,
VzIndv-IGrhq_0obwB_HGg.jpg,"[238.443115234375, 341.90020751953125, 348.18206787109375, 403.43109130859375]",0.8655552268028259,,
VzIndv-IGrhq_0obwB_HGg.jpg,"[217.90365600585938, 338.1977844238281, 245.2431640625, 411.5086975097656]",0.8064256310462952,,
VzIndv-IGrhq_0obwB_HGg.jpg,"[570.4869384765625, 341.54974365234375, 639.5609130859375, 370.1932373046875]",0.7318453788757324,,
VzIndv-IGrhq_0obwB_HGg.jpg,"[183.64764404296875, 339.61517333984375, 211.59564208984375, 415.82843017578125]",0.7252742052078247,,
VzIndv-IGrhq_0obwB_HGg.jpg,"[10.519197463989258, 326.76068115234375, 55.02130126953125, 355.84405517578125]",0.7092779874801636,,
VzIndv-IGrhq_0obwB_HGg.jpg,"[519.25341796875, 341.463623046875, 559.99853515625, 365.0196533203125]",0.7035012245178223,,
VzIndv-IGrhq_0obwB_HGg.jpg,"[80.306884765625, 343.23675537109375, 103.3726806640625, 368.59954833984375]",0.5264788269996643,,
VzIndv-IGrhq_0obwB_HGg.jpg,"[146.033935546875, 206.23277282714844, 176.94305419921875, 235.52610778808594]",0.31074872612953186,,
gs4W6dDPJCqk92wwDgA_ww.jpg,"[471.68585205078125, 331.0198974609375, 553.3987426757812, 394.8084716796875]",0.8730018138885498,,
gs4W6dDPJCqk92wwDgA_ww.jpg,"[565.6287231445312, 335.62689208984375, 640.0, 404.68975830078125]",0.8714348673820496,,
gs4W6dDPJCqk92wwDgA_ww.jpg,"[107.7738037109375, 327.5887145996094, 178.61190795898438, 359.2026062011719]",0.8370398283004761,,
gs4W6dDPJCqk92wwDgA_ww.jpg,"[277.69171142578125, 362.73516845703125, 420.14434814453125, 480.49176025390625]",0.806236743927002,,
gs4W6dDPJCqk92wwDgA_ww.jpg,"[0.01337432861328125, 336.3648986816406, 77.29478454589844, 384.3140563964844]",0.7953716516494751,,
